substrate,enzyme,temperature,time,ph,conversion
PET,PETase (FAST-PETase),30.7529924891851,32.919822353580436,6.445832303887311,0.11153489141789258
Lignin,Laccase (TrLcc1),35.68760529553725,65.17375312274012,6.236319492772818,1.0
Maltotriose,α-Amylase,27.90231350249858,21.818516071127036,6.701583763103633,1.0
Cellulose,Cellulase (TrCel7A),38.58006518776534,69.92330430539579,5.273612375883174,0.8215965940454798
Starch,α-Amylase (Bacillus),29.32549032382398,20.1366062033683,5.972867463061182,1.0
Lactose,β-Galactosidase,19.657566511571922,28.454117756052323,5.350387675670072,1.0
Casein,Protease (Subtilisin),35.99824431230581,52.7760267891319,5.441479840416982,1.0
Lactose,β-Galactosidase,27.651378542677833,70.52968622782323,6.338715423119427,1.0
PET,PETase (FAST-PETase),28.380168650651306,4.755882569622736,6.1923911877514595,0.0
Xylan,Xylanase (TlXyn10A),33.82065249391392,32.790792702617225,5.867954645010277,1.0
PET,PETase (FAST-PETase),19.200986965055307,25.910005930179732,6.184100536089282,0.06947291771705835
Casein,Protease (Subtilisin),36.145760154801486,66.94629140512257,5.651512773066079,1.0
Cellulose,Cellulase (TrCel7A),38.517132197244266,13.617295845885202,6.376552299044677,0.6446467066473348
Starch,α-Amylase (Bacillus),30.375314952279172,71.39022240704375,5.824190417122539,1.0
Xylan,Xylanase (TlXyn10A),36.63695509852278,10.29968364910526,6.003635404333972,1.0
Cellulose,Cellulase (TrCel7A),35.88136902421393,63.676216243405676,6.275370023730183,0.793503308963896
Glucose,Glucose Oxidase,38.334024843932966,53.86826321199466,6.1473866479813575,1.0
Cellulose,Cellulase (TrCel7A),26.317395415976478,54.54328554374055,5.834884048067766,0.5518800228413726
Lactose,β-Galactosidase,35.795510553182766,18.35306785480826,6.17010929162449,1.0
Lignin,Laccase (TrLcc1),35.7424645078201,39.73961725443465,5.916939692970419,1.0
Avicel,Cellulase (CtCel5A),29.568052860413864,47.189989029121925,5.897755494903193,0.9463859084322129
p-Nitrophenyl-β-D-cellobioside,Cellulase,31.85155823230849,24.849576953575944,5.336996871624706,1.0
Maltotriose,α-Amylase,25.861257832191825,53.085648776467465,4.9159673692370625,1.0
Lignin,Laccase (TrLcc1),28.79514737984885,23.46888897165997,6.352803606771828,1.0
Lignin,Laccase (TrLcc1),31.443508827306022,20.454347085098387,6.025375830459442,1.0
Lactose,β-Galactosidase,33.047325316154065,11.613744110132732,6.2463528898448795,1.0
Starch,α-Amylase (Bacillus),27.194360284900416,8.982512065833898,7.027090394750767,1.0
Polyurethane,PUase (PsEstA),38.76704631213051,33.03085234096532,5.65399481530124,0.1050978051003195
Lactose,β-Galactosidase,40.7174559591085,18.927059520986372,6.387760209576876,1.0
Starch,α-Amylase (Bacillus),40.851612701634046,53.33326928582306,4.722736453847918,1.0
Polyurethane,PUase (PsEstA),30.0956830431584,63.939943031028356,6.046176327095078,0.11302678602988067
Lignin,Laccase (TrLcc1),34.555460431331156,67.57064745459144,5.4266356517875725,1.0
Glucose,Glucose Oxidase,33.479974751978034,30.440181837478036,5.549238783809768,1.0
Lactose,β-Galactosidase,42.02665225907522,50.9007447024305,5.2038718300212405,1.0
Lignin,Laccase (TrLcc1),44.786404720790046,6.721886299961323,6.445936138670526,1.0
PET,PETase (FAST-PETase),43.44364848894145,70.12818242295815,6.237300006917451,0.1607317356930156
Starch,α-Amylase (Bacillus),36.71052204819777,62.28512971453752,6.592730957821154,1.0
Avicel,Cellulase (CtCel5A),39.49458823287776,29.870618418654942,6.382533681601256,1.0
Casein,Protease (Subtilisin),34.489097778917,71.70123704581626,5.736696317684435,1.0
PET,PETase (FAST-PETase),32.19485927786085,52.85707553174985,6.21420567462438,0.1589070872987367
Cellulose,Cellulase (TrCel7A),41.41016827690837,62.43867314753689,5.390659289685797,0.5649518098340205
Lactose,β-Galactosidase,37.4181481517819,12.503539861167425,5.634679636854653,1.0
Polyurethane,PUase (PsEstA),37.25347741378193,8.462722355266285,5.656222839773767,0.08511042898720331
Starch,α-Amylase (Bacillus),37.577333624583886,65.0105124434199,6.168868886422563,1.0
PET,PETase (FAST-PETase),29.40833428426524,49.71187774102428,6.317242205646814,0.13655311507596332
Glucose,Glucose Oxidase,30.975886275251423,47.09457078976155,5.813409076162922,1.0
Polyurethane,PUase (PsEstA),35.1385282845768,13.03368188748429,6.24814518197043,0.19768988861129344
Polyurethane,PUase (PsEstA),31.345849333896002,34.59599429711366,6.039505387614908,0.09442310765541712
PET,PETase (FAST-PETase),33.38251056884994,60.83206957950092,5.93438958944499,0.15862737467334884
Casein,Protease (Subtilisin),24.790443732239495,8.138956552767732,5.88629457923873,1.0
PET,PETase (FAST-PETase),38.04819458687974,17.517121881378397,5.90422458477011,0.06311732708370907
PET,PETase (FAST-PETase),37.967995329671,55.94253208252048,5.644492894404466,0.19310920903221923
Lactose,β-Galactosidase,37.428126528271676,28.742664616042426,5.641577957387,1.0
PET,PETase (FAST-PETase),31.369181733007633,9.770846260707778,6.691654431588863,0.1311157577257344
Starch,α-Amylase (Bacillus),27.300769433707337,50.3835253903652,6.62960915579663,1.0
Lignin,Laccase (TrLcc1),24.79828220676593,70.46287068454113,5.919127316075612,1.0
Cellulose,Cellulase (TrCel7A),33.067386771151654,11.86338397142003,6.121782271377469,0.47325515280438524
Xylan,Xylanase (TlXyn10A),29.656545418774577,57.72747426485859,7.5096986104964785,1.0
Polyurethane,PUase (PsEstA),38.63027750928024,41.20810783944624,6.655235041079204,0.1833079778076383
Starch,α-Amylase (Bacillus),40.60190969048178,44.28378273363035,5.43821159998694,1.0
Maltotriose,α-Amylase,31.54941701331466,67.31715758200134,6.605466502115878,1.0
Glucose,Glucose Oxidase,36.41213508839589,51.01638951374828,6.400257550169647,1.0
Maltotriose,α-Amylase,44.13424991780205,57.749946446617024,6.480847911888551,1.0
Casein,Protease (Subtilisin),39.51761011626748,45.60256586983202,6.418387996105036,1.0
Polyurethane,PUase (PsEstA),33.46913297680317,58.23593681800947,6.0626707504833055,0.13916579390259484
Lactose,β-Galactosidase,40.24119965754033,49.47005947273237,5.961907322350148,1.0
Avicel,Cellulase (CtCel5A),30.577227541852885,7.155288341690001,5.784371626436875,0.6731510306169806
Polyurethane,PUase (PsEstA),34.923822776939886,41.152181066123035,6.163685471475638,0.17206076828429806
Lignin,Laccase (TrLcc1),39.19396439321563,44.45633121026553,4.986345397791747,1.0
Cellulose,Cellulase (TrCel7A),35.45810407912422,11.524009092292639,6.464858839272764,0.627873600391546
p-Nitrophenyl-β-D-cellobioside,Cellulase,36.38818393993526,45.713512906181,6.431972334299795,1.0
Polyurethane,PUase (PsEstA),30.83628747008427,15.978888329307804,5.945503648411513,0.14482965418402993
PET,PETase (FAST-PETase),38.6498526899998,49.58626971003706,6.213390760478412,0.2568132351562682
Polyurethane,PUase (PsEstA),40.78824462450035,3.4007217026643968,6.719031122813385,0.04441282748059017
Polyurethane,PUase (PsEstA),36.92325667082788,6.421539030569753,6.079012352608687,0.01961426610651741
Lactose,β-Galactosidase,38.806753312234264,23.176585789458358,5.669301696164237,1.0
Polyurethane,PUase (PsEstA),40.1687184405931,1.1313527558580088,6.461810254140527,0.015290957185958073
p-Nitrophenyl-β-D-cellobioside,Cellulase,35.19450631971846,23.985641199048978,5.984451997441898,1.0
Avicel,Cellulase (CtCel5A),29.744037907793157,45.46290388141649,6.626265504813644,0.893159500277663
PET,PETase (FAST-PETase),34.47481485188403,5.213868175200178,5.545239196082416,0.18835789051397908
Casein,Protease (Subtilisin),37.20993635001071,7.678386426912154,5.75443003676329,1.0
Avicel,Cellulase (CtCel5A),42.28364084449705,43.37319803354018,6.076433853594933,1.0
Xylan,Xylanase (TlXyn10A),38.978391193423604,62.53044926125841,5.832049696559941,1.0
Casein,Protease (Subtilisin),29.288800255333705,57.494835555992935,5.764053253940085,1.0
Casein,Protease (Subtilisin),36.30137605391673,28.0460310367703,6.777970641848774,1.0
Glucose,Glucose Oxidase,38.685190884730595,23.84416368684638,6.1355292184275125,1.0
Cellulose,Cellulase (TrCel7A),40.814181590172524,21.713975261555333,5.538245966731948,0.517299024953961
PET,PETase (FAST-PETase),40.166924584122604,5.483988880114403,5.305656465670488,0.12428972797380183
Maltotriose,α-Amylase,40.20396446958489,59.20294184052424,6.431532983386108,1.0
Polyurethane,PUase (PsEstA),37.631103051137664,4.044222965858759,5.463512697873232,0.07263227362580862
Avicel,Cellulase (CtCel5A),35.149536380336386,64.98402080834411,5.316890262652631,1.0
Glucose,Glucose Oxidase,36.45250631226139,70.9949485097773,6.545661018008588,1.0
Xylan,Xylanase (TlXyn10A),31.49987793841313,12.097393409944985,5.515568253505401,1.0
Glucose,Glucose Oxidase,35.11318653080029,61.14347558291332,6.497968786518197,1.0
Cellulose,Cellulase (TrCel7A),36.54538212526007,56.26320629839993,5.5969112927664675,0.7386615081577385
Glucose,Glucose Oxidase,32.1977282400047,21.67555612767039,5.548419286424199,1.0
Lactose,β-Galactosidase,46.392098627946474,24.017044026748206,6.394538042311878,1.0
Starch,α-Amylase (Bacillus),33.970693117715,39.99667092450775,5.719161357975975,1.0
Lignin,Laccase (TrLcc1),34.97209073381155,19.044817228455344,6.049987761834182,1.0
Maltotriose,α-Amylase,25.031146660717322,49.54394005540174,6.39405673013793,1.0
Maltotriose,α-Amylase,32.120466427020354,9.378802410626813,5.3698034896997795,1.0
Polyurethane,PUase (PsEstA),43.15859382628911,28.811339244221298,6.021276148117438,0.12270121486598176
Lactose,β-Galactosidase,35.98573597439576,14.384654090163536,5.954119218945338,1.0
Avicel,Cellulase (CtCel5A),41.75897277250922,31.017971809772792,6.255018394093138,0.9702801442723525
Avicel,Cellulase (CtCel5A),37.26799843093146,14.196844782180277,5.130188686769035,1.0
Polyurethane,PUase (PsEstA),34.113293481013045,1.0135078919702591,5.307468482462045,0.0
Maltotriose,α-Amylase,37.27134026867868,69.17317972836827,5.4974366388604095,1.0
Maltotriose,α-Amylase,34.43442776361621,45.01673837549448,5.5622824540136495,1.0
Lignin,Laccase (TrLcc1),45.40360555970777,52.61367979852982,6.404390394088081,1.0
Starch,α-Amylase (Bacillus),46.13297054113378,57.943579778546734,6.313954623703477,1.0
Casein,Protease (Subtilisin),31.601308988628034,63.56111627099451,5.973662553781098,1.0
Xylan,Xylanase (TlXyn10A),38.575063360053576,51.635933231773755,5.736141029835835,1.0
Starch,α-Amylase (Bacillus),28.70094194521503,21.818815867191923,6.5266187719053494,1.0
Xylan,Xylanase (TlXyn10A),32.021149745098604,15.30861531354825,6.367674619953112,1.0
Polyurethane,PUase (PsEstA),33.779463645678995,67.95209277691876,6.519290312487317,0.07362917851721684
Maltotriose,α-Amylase,34.90011103412095,71.63392651373813,6.236180469363325,1.0
Casein,Protease (Subtilisin),41.42269021084969,2.5587201819067804,5.771818262900364,1.0
Glucose,Glucose Oxidase,35.28486603318002,44.099842086253226,5.772840570243869,1.0
Lactose,β-Galactosidase,30.75139646548477,11.225426021036213,6.043250648389959,1.0
PET,PETase (FAST-PETase),29.354934763430816,67.54869454447756,6.392760177885425,0.18162756569944039
Glucose,Glucose Oxidase,38.48471223849925,49.37819647139766,5.3478457399725325,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,34.101514378343516,52.09271898242724,5.412048317926297,1.0
Starch,α-Amylase (Bacillus),32.274682146844086,4.639406885837824,5.192786396574698,1.0
Lactose,β-Galactosidase,33.900729042998094,24.13302388376138,5.483645215622891,1.0
Maltotriose,α-Amylase,39.70789330539393,55.751479838958986,6.375492187109704,1.0
Lactose,β-Galactosidase,33.52817809741296,59.20244359644827,5.611415884922927,1.0
Casein,Protease (Subtilisin),34.96061676998679,4.798183082357894,5.2322975130795815,1.0
PET,PETase (FAST-PETase),29.212121257608196,23.811566932064068,6.4271713880769346,0.2129480689821052
Maltotriose,α-Amylase,36.45634745793869,59.485072560428335,6.51515212001406,1.0
Avicel,Cellulase (CtCel5A),38.36535172138858,29.350627913278128,6.544812684313815,1.0
PET,PETase (FAST-PETase),37.440296970258956,32.35658399282377,6.146228086393407,0.12719691750596834
p-Nitrophenyl-β-D-cellobioside,Cellulase,34.69627506391559,43.3744127319131,6.168417502418716,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,34.340873765422764,71.12788831947653,4.980500262632685,1.0
Xylan,Xylanase (TlXyn10A),27.740123291746414,6.392991979552937,6.454342181803898,1.0
Xylan,Xylanase (TlXyn10A),37.02388494143604,28.731355586571713,5.487729823534829,1.0
Lactose,β-Galactosidase,27.382336872003563,53.62764206599076,5.63842508827188,1.0
Xylan,Xylanase (TlXyn10A),41.50172996899113,50.173296296781075,6.512440988835816,1.0
PET,PETase (FAST-PETase),40.70862736958066,51.27677487082551,6.4047301497758005,0.250553162753435
Glucose,Glucose Oxidase,49.020710626947945,5.195368933274166,6.301631796930226,1.0
Lignin,Laccase (TrLcc1),35.33126955019425,64.86764262549949,6.125182566885516,1.0
Xylan,Xylanase (TlXyn10A),39.17496017869509,49.50463493679931,5.897238797952141,1.0
Avicel,Cellulase (CtCel5A),34.13138946116757,4.88128882918682,6.571034991438033,0.5418235580751338
Glucose,Glucose Oxidase,39.09585452981629,42.49625459051101,5.618549017578129,1.0
Glucose,Glucose Oxidase,29.124424066042632,3.4270058003559822,6.346221559890366,1.0
Glucose,Glucose Oxidase,36.809557196336065,19.81662598423393,5.530592883864935,1.0
Lactose,β-Galactosidase,36.52668211850064,16.38712600752812,6.525564788069295,1.0
Xylan,Xylanase (TlXyn10A),34.73731073566372,11.74541426044709,5.62258568550008,1.0
Lignin,Laccase (TrLcc1),34.97983808657861,32.28190118716556,5.073335870122082,1.0
Lignin,Laccase (TrLcc1),34.82637721963821,55.14389250843579,5.903459088992441,1.0
Lactose,β-Galactosidase,38.19734607327052,25.424881943152524,6.159605471892735,1.0
Avicel,Cellulase (CtCel5A),28.307802285676615,10.643498938312993,5.763225391886547,0.7280425095085329
Casein,Protease (Subtilisin),41.99781979619371,48.85292782560336,5.6379065622678874,1.0
Polyurethane,PUase (PsEstA),41.98642406731079,53.49155831240354,6.411164136116199,0.12633379651769064
Lignin,Laccase (TrLcc1),23.773439184019846,30.70410360113883,5.403758534179065,1.0
Cellulose,Cellulase (TrCel7A),36.699124950939,63.890610843856884,6.146910910358309,0.7514909284610856
Polyurethane,PUase (PsEstA),36.460495605565356,30.05454113533765,5.811543693288473,0.15212112556177262
Casein,Protease (Subtilisin),24.190154925920062,29.41235139384734,6.452688560594445,1.0
Maltotriose,α-Amylase,35.97093575126575,53.417398199342024,5.073817819092987,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,41.04044018511206,43.37545183680689,5.7737277528003075,1.0
Cellulose,Cellulase (TrCel7A),32.457844706808366,67.68346911915644,6.267530133829191,0.6479879713977592
Glucose,Glucose Oxidase,40.658341420981515,68.27537619758348,6.5759258447546465,1.0
Starch,α-Amylase (Bacillus),35.23555306540112,2.518158947358332,5.556910078910759,1.0
Maltotriose,α-Amylase,33.59800816485784,31.686786756941043,6.659801842372221,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,37.33071288873854,11.329658166308443,5.882295009761277,1.0
Lactose,β-Galactosidase,37.88619979829824,17.766101499257474,6.568380849305438,1.0
Casein,Protease (Subtilisin),45.24761654975667,61.16720478003619,6.335517508133615,1.0
Lactose,β-Galactosidase,38.41847652417968,58.55941219440911,5.567963967906289,1.0
Cellulose,Cellulase (TrCel7A),36.926190804876065,43.74328051052596,5.327026626458314,0.747544156344013
PET,PETase (FAST-PETase),39.34498987826473,47.69334281804533,6.4913324384900575,0.1697995400895931
Lactose,β-Galactosidase,36.91839839668659,30.9305082705312,6.031197177803062,1.0
Cellulose,Cellulase (TrCel7A),32.79790775514003,55.47136570787555,5.3471014596055415,0.6629786091831243
Lignin,Laccase (TrLcc1),35.52259399259195,70.65595105560381,5.513150608644743,1.0
Starch,α-Amylase (Bacillus),40.93762699282082,29.09229570202478,6.110420465586254,1.0
Lignin,Laccase (TrLcc1),37.26972482185386,60.653335869007364,5.5166378969722265,1.0
Starch,α-Amylase (Bacillus),44.39865730932012,20.541053051250064,5.22443503195702,1.0
PET,PETase (FAST-PETase),42.61445916085474,56.44349458159432,5.658025670076382,0.1556026946316444
Lignin,Laccase (TrLcc1),31.684761758079627,33.51912445243343,5.765603878164506,1.0
Xylan,Xylanase (TlXyn10A),31.917829749436123,52.3458989560931,5.471887149600387,1.0
Polyurethane,PUase (PsEstA),24.384681934476088,29.217101430371812,5.742020185269014,0.06836686045088694
Polyurethane,PUase (PsEstA),32.155186298380904,28.26633001268853,6.913407671029058,0.023076200474553915
Lactose,β-Galactosidase,36.57307818593854,59.81867149440612,6.165069532716422,1.0
Polyurethane,PUase (PsEstA),28.186622792085238,39.89484593677292,6.039214145964009,0.10027863334605537
Lactose,β-Galactosidase,35.56742456514784,71.97572968525857,5.472954503642276,1.0
PET,PETase (FAST-PETase),29.72316432349724,40.659534395198,5.430608343933202,0.14413277860362297
Starch,α-Amylase (Bacillus),35.08812063848355,21.671821297636278,5.438408788144288,1.0
Cellulose,Cellulase (TrCel7A),23.90346669515112,29.68243908189488,6.082308617031989,0.3764553088399551
Lactose,β-Galactosidase,30.26620901339696,3.850593249775645,5.248693786914929,1.0
Starch,α-Amylase (Bacillus),40.98074414193066,64.70523612062851,5.474526800060844,1.0
Cellulose,Cellulase (TrCel7A),31.864414673057038,13.681565388271903,5.762338386104791,0.43886337218771143
Lignin,Laccase (TrLcc1),46.64673042339531,61.94744066721629,6.097106761462415,1.0
Cellulose,Cellulase (TrCel7A),31.081321683168913,41.89259397302347,6.470180353070777,0.5611726639137474
PET,PETase (FAST-PETase),32.43806106154802,10.234750069149543,6.286656651266639,0.13452325160232498
Casein,Protease (Subtilisin),40.34708918756306,38.031039026015314,6.256674075808461,1.0
Cellulose,Cellulase (TrCel7A),33.15590373906714,42.66653375659428,6.183716366967611,0.4534296760908827
Lignin,Laccase (TrLcc1),47.87730609016591,49.66297589512016,6.189185573461302,1.0
Polyurethane,PUase (PsEstA),39.10631894329581,11.183051854493076,6.370824041907756,0.02799031264445106
Glucose,Glucose Oxidase,33.9858627958946,30.84898846167739,5.281266752138655,1.0
PET,PETase (FAST-PETase),34.6800051660668,21.0926376747238,6.613575641978092,0.19783165245613557
Avicel,Cellulase (CtCel5A),33.69956483469077,34.3903158456029,5.59743121140855,1.0
Polyurethane,PUase (PsEstA),37.72970212550434,41.715401209307,6.2768215092623025,0.10718188087789472
Cellulose,Cellulase (TrCel7A),34.792840192483084,43.656397701855006,5.57406328175309,0.6159985061785651
p-Nitrophenyl-β-D-cellobioside,Cellulase,38.069894462317784,59.07355736894836,6.110857759434598,1.0
Starch,α-Amylase (Bacillus),39.078999382612636,60.33648748339405,6.4977167671225695,1.0
PET,PETase (FAST-PETase),28.184908184680033,53.24659745595768,6.27870296631011,0.154337057435364
Glucose,Glucose Oxidase,40.5630720528615,42.643437709124065,6.1632589926423105,1.0
Polyurethane,PUase (PsEstA),37.349685362129904,31.436361451030294,5.471275785071403,0.0972753883016598
Lignin,Laccase (TrLcc1),29.86880003736861,63.37198345598484,5.4931329904869735,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,34.40637497183212,24.660451944168535,6.309317144405644,1.0
Glucose,Glucose Oxidase,34.408209367187986,61.16651262471511,5.795254280768922,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,34.42864665331078,14.004867654587478,6.053159018498975,1.0
Casein,Protease (Subtilisin),36.9027803546924,59.78546882838321,6.24517694441342,1.0
Lactose,β-Galactosidase,28.804114638422362,10.480150066063356,4.495587094154473,1.0
Casein,Protease (Subtilisin),30.120760396291338,2.9766251818061975,4.968618283519724,1.0
Lignin,Laccase (TrLcc1),33.16449783843302,17.7129414131179,5.692492492360303,1.0
Maltotriose,α-Amylase,35.018480469522274,9.40202918186435,5.930824051559523,1.0
Maltotriose,α-Amylase,31.75826377309646,27.41517875317983,6.399796781151612,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,33.31349286468137,71.26382936506903,5.21433073827963,1.0
Lignin,Laccase (TrLcc1),30.229357039137728,58.50671170880155,5.939527420944362,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,32.64682186791931,62.01329509129417,4.879188114985187,1.0
Cellulose,Cellulase (TrCel7A),35.775844300646106,51.855337996104815,6.059219121449804,0.7046555330208919
Maltotriose,α-Amylase,39.03120032193355,8.924620160731168,5.712856404499893,1.0
Casein,Protease (Subtilisin),39.18188908236259,18.540303949095836,6.582405961043971,1.0
Casein,Protease (Subtilisin),30.485558212878132,56.2151129382481,5.663381765108791,1.0
Lactose,β-Galactosidase,37.30240972360873,45.80643684331054,5.825024371784919,1.0
Lactose,β-Galactosidase,37.038907891740294,21.137191918591235,6.063554240491322,1.0
Lignin,Laccase (TrLcc1),32.61882685747558,40.46396040721702,6.02265544105823,1.0
Starch,α-Amylase (Bacillus),40.708288831692755,10.837624734121833,6.904000152093249,1.0
Cellulose,Cellulase (TrCel7A),34.268899397508115,65.38434777524962,6.5522350936044855,0.7791419166782814
Lactose,β-Galactosidase,32.65180910573087,15.274763465726744,5.771965874206008,1.0
Avicel,Cellulase (CtCel5A),32.01058731602735,62.94870306738694,6.576904414659049,1.0
Casein,Protease (Subtilisin),33.470006111222865,68.3043348266616,5.88654298991359,1.0
Lactose,β-Galactosidase,38.31616332983601,11.813555068996866,7.20151324876061,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,24.463303668889374,42.53793641713796,6.707953240061873,1.0
Glucose,Glucose Oxidase,33.46329144455144,38.44136754627571,6.122946270270174,1.0
Polyurethane,PUase (PsEstA),29.453260994995528,11.884408169360805,6.967173392317112,0.11964435360199271
Glucose,Glucose Oxidase,32.82531762763775,10.776289146267176,5.9653596027061635,1.0
Lactose,β-Galactosidase,25.958850897053033,14.472494555376784,5.606008340643824,1.0
Lactose,β-Galactosidase,38.71382403063458,70.7670820808762,5.1956594462546075,1.0
Glucose,Glucose Oxidase,33.35858626682893,70.56624647939238,6.920867346859835,1.0
Xylan,Xylanase (TlXyn10A),37.44114541608711,57.31453634340735,6.5839954598810735,1.0
Starch,α-Amylase (Bacillus),29.72181975403643,43.935694470247824,6.132582191306828,1.0
Lignin,Laccase (TrLcc1),33.41251806082269,8.226590417639322,5.619225990125697,1.0
Xylan,Xylanase (TlXyn10A),34.42805596526292,44.47365808588251,5.449800928484972,1.0
Starch,α-Amylase (Bacillus),47.47929716338204,31.908911710998318,5.440419953968983,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,31.693549671890953,46.3384441449588,5.6392562615107815,1.0
Maltotriose,α-Amylase,34.11744764598714,22.075697164906245,5.64812975292942,1.0
Xylan,Xylanase (TlXyn10A),40.72580770361926,70.50529097721805,6.512168301881488,1.0
Lignin,Laccase (TrLcc1),35.828705759123544,49.01388267866296,5.4300032697790845,1.0
Glucose,Glucose Oxidase,36.476456590042325,19.794395551459658,6.274525849903126,1.0
Lignin,Laccase (TrLcc1),41.00893525863047,49.39296779168445,7.043747357831574,1.0
Starch,α-Amylase (Bacillus),26.13944371357045,46.45467903931306,6.445579777337154,1.0
Maltotriose,α-Amylase,45.08737273447295,54.20775377217518,5.504897703501824,1.0
Maltotriose,α-Amylase,35.251391471660405,27.629567102471746,6.74224733968999,1.0
Avicel,Cellulase (CtCel5A),28.399322421354928,59.91915238418965,5.785738073701701,0.8595851650287507
PET,PETase (FAST-PETase),42.06337451399287,32.95857854055462,5.721153548382362,0.13683551603138613
Lactose,β-Galactosidase,39.09165321833833,26.01271596197023,5.989361693017017,1.0
Polyurethane,PUase (PsEstA),35.577438847210914,55.85970189737802,5.709076591190229,0.0822386405407235
Maltotriose,α-Amylase,38.07363052188212,48.078794733668744,5.960767808360388,1.0
Xylan,Xylanase (TlXyn10A),34.55900661873182,30.364516562158233,6.402166733078839,1.0
Xylan,Xylanase (TlXyn10A),32.53422006675002,17.089568001177962,6.456353896592045,1.0
Lignin,Laccase (TrLcc1),50.77219661347333,48.683778965598684,5.960895303782816,1.0
Lignin,Laccase (TrLcc1),33.103286720675506,68.50560311556583,6.431655107531448,1.0
Maltotriose,α-Amylase,35.76905991782373,49.99775682594488,5.7204518567422475,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,39.72900128971916,2.4364101739551063,6.460942445162271,1.0
Lactose,β-Galactosidase,33.606004794982326,47.81535134043004,6.174076013120683,1.0
PET,PETase (FAST-PETase),35.4876858333193,19.188740721006408,5.942900337140504,0.21741804976540366
Avicel,Cellulase (CtCel5A),29.821870880549213,9.575892459253634,5.45778115768492,0.720735183900889
Lactose,β-Galactosidase,36.0619983584635,47.51936835230069,5.5566692958269925,1.0
Starch,α-Amylase (Bacillus),30.367690266856506,59.9321451274357,6.535046379972389,1.0
Xylan,Xylanase (TlXyn10A),36.995457806696706,44.41159360931764,5.355478405565608,1.0
PET,PETase (FAST-PETase),44.57473650747869,46.97238398603056,5.999911229715586,0.14672051533114677
Glucose,Glucose Oxidase,38.5438219542762,66.4333570614692,5.841540680541036,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,42.201108759834185,1.843659154764635,5.711309918340394,1.0
Glucose,Glucose Oxidase,31.526442667525156,45.04006858830479,5.552779534110997,1.0
Starch,α-Amylase (Bacillus),24.455800051778304,65.65011436699457,6.276219892025364,1.0
PET,PETase (FAST-PETase),37.18906698302197,61.2636985136959,5.249362400597344,0.24044044592634184
Cellulose,Cellulase (TrCel7A),29.374815786445403,52.40017819596611,5.93134185268538,0.5606228762124085
Glucose,Glucose Oxidase,37.75510432862446,61.94585696874405,4.621717289744835,1.0
Polyurethane,PUase (PsEstA),37.04955502011316,22.548404801971607,5.691188147026584,0.16928280964155712
Lignin,Laccase (TrLcc1),32.8767312165599,47.31638779552232,6.182756741953202,1.0
Glucose,Glucose Oxidase,30.25785865917954,34.724613020827434,6.061373932671538,1.0
Maltotriose,α-Amylase,35.896214139036125,62.18062560860463,5.985012900455697,1.0
Casein,Protease (Subtilisin),25.59267757348725,29.186607007001513,6.468538245939205,1.0
PET,PETase (FAST-PETase),31.170585268679787,12.474964706201336,6.1703720203946375,0.1854396323561826
Maltotriose,α-Amylase,39.110604380241696,66.04975492493921,5.989503703256319,1.0
Glucose,Glucose Oxidase,32.347123071193835,43.62205001175222,6.189857959071528,1.0
Cellulose,Cellulase (TrCel7A),38.459136070003396,66.13930458733826,5.402885318707988,0.7213457976200964
Starch,α-Amylase (Bacillus),33.08731760526138,27.489745024806904,6.7224917308016545,1.0
Xylan,Xylanase (TlXyn10A),40.609618517307126,38.66309004836451,5.051904374126138,1.0
Avicel,Cellulase (CtCel5A),38.31934945878667,25.5956892177091,5.752483304151162,1.0
Polyurethane,PUase (PsEstA),48.31874749008375,71.62406599655067,5.108735646555373,0.03036469459305194
Avicel,Cellulase (CtCel5A),32.278228673582646,25.693001201071777,5.233100643019815,1.0
Casein,Protease (Subtilisin),36.64185664873211,27.870101164502707,6.432609783254579,1.0
Starch,α-Amylase (Bacillus),39.65812892074848,23.294176181217747,5.604487280125118,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,35.61193084928114,67.5964141135191,6.3388822301414836,1.0
Lactose,β-Galactosidase,29.606259508470117,30.619577747068142,7.015441420140822,1.0
Casein,Protease (Subtilisin),31.618143227078345,61.646492619587555,5.850291327838399,1.0
p-Nitrophenyl-β-D-cellobioside,Cellulase,33.968877788191406,20.989506985744153,5.683240643315733,1.0
Polyurethane,PUase (PsEstA),39.99806748572478,42.32136018204443,6.071656603028535,0.08172180849143967
Polyurethane,PUase (PsEstA),34.88446961443205,41.98601247973618,5.779486781961755,0.12077287783951823
Lactose,β-Galactosidase,34.53074076044401,71.0688704613125,6.802871033578591,1.0
